peak_amp,min_amp,peak_to_peak,mean_amp,std_amp,beat_energy,rms_value,dominant_freq,spectral_energy,low_band_power,high_band_power,rr_interval,heart_rate_bpm,Label
236.857806338138,-45.9792260180233,282.837032356161,1.01134369737981,35.6791059341738,321054.419732804,35.6228831134628,5.69169960474308,40646118.3857318,22718054.6189546,17806697.296755,0.811111111111111,73.972602739726,N
221.031709982611,-55.7407876440089,276.77249762662,0.633920116321842,33.915104779928,289960.720965452,33.8539481624752,5.69169960474308,36692884.7648803,20783820.0239768,15831742.5760069,0.788888888888889,76.056338028169,N
212.191410686877,-45.1726162490054,257.364026935882,-0.739538136103343,32.0303851425281,258676.65415308,31.97557455612,5.69169960474308,32740092.6188354,18167760.7189571,14490080.4004843,0.791666666666667,75.7894736842105,N
222.712654035717,-43.503709910731,266.216363946448,-0.169728827171721,34.407576771402,298345.385890859,34.3399297359818,5.69169960474308,37741613.2494249,21905049.0818339,15785917.5928677,0.788888888888889,76.056338028169,N
239.597820498305,-45.0418995726712,284.639720070976,1.07750194582097,36.3215281127451,332745.593562265,36.2656859104361,5.69169960474308,42129437.1536429,25182589.9944426,16819293.304281,0.816666666666667,73.469387755102,N
228.445596226596,-48.4588774578009,276.904473684396,0.683008427110441,34.576332833885,301389.768273788,34.514691165075,5.69169960474308,38140718.5059734,22450083.7319553,15616594.8677993,0.652777777777778,91.9148936170213,A
237.322910524937,-41.2487724494542,278.571682974392,-0.165749053894893,38.1789856317417,367330.956460386,38.1038188857418,5.69169960474308,46468239.8972609,30377512.9758247,16074487.901038,0.994444444444444,60.3351955307263,N
231.156498193547,-45.8970462768053,277.053544470353,0.773237669794269,35.2687820551337,313610.788701414,35.2075039556654,5.69169960474308,39690900.0987864,23046822.4126091,16563157.9377114,0.844444444444444,71.0526315789474,N
226.667294331052,-48.4915415057451,275.158835836797,-0.306184595842558,34.2457125447689,295561.463078836,34.1793377173084,5.69169960474308,37391524.4237695,20587148.6860138,16740902.6183202,0.811111111111111,73.972602739726,N
212.348588188415,-46.2852905526479,258.633878741063,1.68963821939483,31.9004736211107,257167.618707345,31.882170585059,5.69169960474308,32623072.4168312,17433972.4748763,14963144.880344,0.788888888888889,76.056338028169,N
209.671493503225,-44.0856232015224,253.757116704748,-1.55948213988758,32.5794672026966,268093.55625911,32.5523935392595,5.69169960474308,33991667.3849434,19567801.5299525,14236655.7768231,0.772222222222222,77.6978417266187,N
233.73633224927,-44.0642167602962,277.800549009566,1.90980888106723,35.5606484921307,319591.834338019,35.5416492495152,5.69169960474308,40545098.7579978,24059641.5119984,16215147.4048317,0.838888888888889,71.523178807947,N
223.745114992786,-51.2885071687709,275.033622161557,0.0193138181327104,34.8202564131132,305537.559057051,34.7513789106832,5.69169960474308,38650509.9245547,23988003.2826174,14624881.0745181,0.855555555555556,70.1298701298701,N
209.386058525614,-45.8541287550933,255.240187280707,-0.253780977924586,32.9890457194704,274262.133055833,32.9247635011109,5.69169960474308,34696215.3828616,20422366.793104,14239132.8511383,0.822222222222222,72.972972972973,N
226.138296376408,-38.5219557757252,264.660252152133,0.25787966181247,35.3622693404766,315140.328398673,35.2932563847517,5.69169960474308,39867379.8954113,24896762.6688668,14939590.0078906,0.827777777777778,72.4832214765101,N
231.844727478923,-43.601877667334,275.446605146257,0.843370365446047,34.9970381915737,308827.70812403,34.9379861749442,5.69169960474308,39089467.2278071,23271939.6181064,15730797.0663951,0.822222222222222,72.972972972973,N
210.08101501194,-49.0168979712083,259.097912983149,-0.0375361312915833,31.8827394535452,256160.643382959,31.8196898412402,5.69169960474308,32404362.2038703,17800067.0556216,14566179.1222674,0.794444444444444,75.5244755244755,N
251.678808937857,-41.7629246220834,293.441733559941,0.527158519986833,41.6274879891499,436747.942298893,41.5484831464914,5.69169960474308,55257508.485388,40478976.0856814,14753422.2349748,0.797222222222222,75.2613240418118,N
229.329314467555,-46.7828557860043,276.112170253559,-0.0971528880815469,34.6357514166394,302310.477588166,34.5673700687659,5.69169960474308,38242564.0255991,21474711.8091542,16718481.0810992,0.791666666666667,75.7894736842105,N
247.203530929057,-44.891718802507,292.095249731564,0.898844935684794,37.9354930682738,362858.016173186,37.8711157453692,5.69169960474308,45927396.1922892,27819277.7995838,18011538.3351442,0.822222222222222,72.972972972973,N
225.568725487011,-49.1594434117599,274.728168898771,0.524460240405018,34.8529292519114,306180.712526136,34.7879353334936,5.69169960474308,38740661.4279759,23281608.7850868,15405468.0856668,0.869444444444444,69.0095846645367,N
225.949361488209,-45.1360487561663,271.085410244375,0.0558224601042298,34.9485212070595,307793.370294397,34.8794292691819,5.69169960474308,38935957.1089087,23488912.1477595,15412371.6932908,0.822222222222222,72.972972972973,N
232.818942766795,-48.3325610060097,281.151503772805,0.0320059709905039,35.6362460003186,320025.650475488,35.5657633077931,5.69169960474308,40483277.2756278,23435785.9784585,17004768.0508184,0.786111111111111,76.3250883392226,N
263.319876250046,-51.6800658451744,314.99994209522,1.0209314071191,43.6901880547445,481289.500266577,43.6157086447,5.69169960474308,60916478.6121373,45506706.7240287,15301057.3731267,0.791666666666667,75.7894736842105,N
218.601739896676,-52.3286320818219,270.930371978498,-0.150227167946423,33.9090505696036,289761.284809151,33.8423037186416,5.69169960474308,36655511.9865618,20382871.6819057,16233315.8196071,0.775,77.4193548387097,N
233.028654164748,-43.5282255847089,276.556879749457,0.361578724437149,35.7759770854069,322573.052187735,35.7070343369103,5.69169960474308,40809674.7986347,23939503.5649805,16824378.2970044,0.786111111111111,76.3250883392226,N
247.139342574736,-48.5065623079001,295.645904882637,1.1203113696157,38.4879927839985,373611.587996279,38.4281881469068,5.69169960474308,47302030.1597228,30984858.3341541,16159811.9914835,0.811111111111111,73.972602739726,N
233.088904050149,-50.3927995804165,283.481703630566,0.17308945612265,35.3263848220861,314491.85294856,35.2569255915518,5.69169960474308,39784172.7183184,22363026.9235592,17368516.2361293,0.816666666666667,73.469387755102,N
220.452697120585,-48.7421601369946,269.19485725758,-0.276854083402309,34.1362081358617,293670.129875932,34.0698033672913,5.69169960474308,37151720.8783464,21563500.0339236,15544204.6786253,0.827777777777778,72.4832214765101,N
238.320739448798,-45.1091052152088,283.429844664007,-0.483739534851064,37.159549053895,348028.888640192,37.0891932440546,5.69169960474308,44033140.2132633,26720946.1806028,17267630.2456556,0.844444444444444,71.0526315789474,N
281.165496875799,-45.6297211046427,326.795217980442,1.23793164203245,44.6569049060796,502935.983371078,44.5857517861511,5.69169960474308,63670447.0310965,41629845.1102651,21919359.0361146,0.805555555555556,74.4827586206897,N
225.878018295206,-49.9429670183035,275.820985313509,1.3726753765604,33.612889137172,285192.943804671,33.5744670422721,5.69169960474308,36137204.8658406,19682363.9597912,16291212.0583248,0.775,77.4193548387097,N
215.220711249352,-51.9844188739156,267.205130123268,-0.685838311325411,33.2106158798251,278061.146463446,33.1520122296563,5.69169960474308,35189786.5558604,20106893.9008028,15014938.322603,0.8,75,N
239.205987075786,-44.4189649368747,283.62495201266,0.112962808158345,37.0389394838168,345717.754028427,36.9658401241029,5.69169960474308,43733699.8547284,26756404.9253526,16940320.6816975,0.788888888888889,76.056338028169,N
249.986192610911,-51.3304612213149,301.316653832226,0.309836915953206,38.791585254165,379230.633531215,38.7160859385354,5.69169960474308,47975746.9131439,30209770.9797926,17714429.3847117,0.858333333333333,69.9029126213592,N
237.720788796677,-49.2920108025962,287.012799599273,1.49095825151467,37.2976877115254,351124.020170335,37.2537511796845,5.69169960474308,44488331.1265853,26590511.0690999,17740147.7674833,0.841666666666667,71.2871287128713,N
222.272579721319,-49.1582852085091,271.430864929829,-0.406202695559322,33.673509961672,285785.873990344,33.6093504064634,5.69169960474308,36157189.9665003,19927118.1113978,16179990.2052165,0.825,72.7272727272727,N
238.338757143011,-47.6332610584754,285.972018201487,-0.0976872622605501,36.7143894763463,339684.905773159,36.6418897719525,5.69169960474308,42970438.8487023,25230733.0328586,17698765.5962277,0.802777777777778,74.7404844290657,N
